Ulasan,Learnability,Efficiency,Errors,Satisfaction,
Bodoh apk.,0,0,0,1,
Love it,0,0,0,1,
"Kok saya enggak bisa sign in ya? Kode verifikasi nya belum dikirim terus, sudah 5 kali mencoba. Padahal email nya sudah di refresh bbrp kali tp kode verifikasi blm dikirim. Tlg tindak lnjt nya y.",0,0,1,0,
"topup saldo via aplikasi dipermudah dengan OVO,DANA atau GoPaY ,,inovasi lah masi jalan ditempat terus",0,0,1,0,
Kenapa saya download apliksi gak bs kebuka ya? Dan sy login by web juga gak bs2 apakah akun sy sdh exp?,0,0,1,0,
Mau sing up starbucks card di bagian tanggal lahir kok keluar sendiri ? Mohon bantuannya.,0,0,1,0,
ini si mempermudah nih udah gitu kalau rewards nya udh terkumpul dpt gartisannya hehee,0,1,0,0,
Okay bgt,0,0,0,1,
ga jls bikin password nya ga bisa eror terus ga jls bikin kesel...!!!!,0,0,1,1,
Cukup puass,0,0,0,1,
"Registrasi card nya kebanyakan eror, terus sudah jadi registrasi di web nya, terus mau login katanya email salah. Bikin pusing aja",0,0,1,0,
Waooooh..,0,0,0,1,
incredible,0,0,0,1,
Aplilasinya terhenti pd saat isi tgl lahir,0,0,1,0,
Susah daftarnya percuma beli kartu starbucks tp gak bisa lihat reward d aplikasi,1,0,1,0,
Oke,0,0,0,0,
Ribet bgt sama Bikin password 😔 dari sabar sampai emosi😌😣😏😒😤,1,0,1,1,
Aq dpt starbuck card tpi ga bsa di daftarin... huhuhu...setiap masukin birth of date a Automatically keluar system... Apakah berpengaruh dr OS atau jenis HP..? Tolong di bantu yaa...,0,0,1,0,
Mantap,0,0,0,1,
Best application,0,0,0,1,
Pelayanan vang prima,0,0,0,0,
"Beli & byar pake member card, tp reward poin gak ada yg masuk aneh. Apakah karna aplikasi log out (otomatis) trs?",0,0,1,0,
Sangat enak kopi nya,0,0,0,0,
Napa kok error ya,0,0,1,0,
Gd,0,0,0,0,
Okok,0,0,0,1,
Very good,0,0,0,1,
"Saya suka asian dolce latte, rasanya sesuai dengan selera anak muda, walaupun saya sudah berumur",0,0,0,0,
Wow,0,0,0,1,
Oke,0,0,0,1,
Ok,0,0,0,1,
Ok,0,0,0,1,
MANTAP,0,0,0,1,
"""Sayangnya server saat ini tidak tersedia atau sibuk, silakan coba lagi."" Tidak berguna. 👎",0,0,1,1,
Goid,0,0,0,1,
Ngga web ngga aplikasi susah banget buat log in hrs cek otp di email. Ribet.!,1,0,1,0,
ga bisa sign up,0,0,1,0,
good,0,0,0,1,
Ok,0,0,0,1,
ok,0,0,0,1,
Enak buat nongkrong,0,0,0,0,
Oke Puas Keren,0,0,0,1,
Tmpt paling Ok untuk meeting,0,0,0,0,
Why I can't sign in and sign up...damn !!!,0,0,1,1,
Dulu seneng banget bisa liat reward sekarang susah. Os yang dibawah 6.0 gabisa pake aplikasi sbux. Mungkin tim IT starbucks mesti di perbaiki. Harusnya mau os berapa aja bisa. Mengecewakan!!!,0,0,1,1,
Baik,0,0,0,1,
Oke,0,0,0,1,
Sturbucks is good,0,0,0,1,
Ga bs sign in ...trllu ribet sm passwordnya'ngebingungin..aneh,0,0,1,0,
Ok,0,0,0,1,
Seneeeng,0,0,0,1,
"Ok,saya senang kopi sturbuck",0,0,0,1,
Tidak bisa sign up ketika mau fill in date of birth,0,0,1,0,
Kenapa sekarang apk nya gak bisa di buka?,0,0,1,0,
Ok,0,0,0,1,
ga bisa sign up kombinasi password susah,0,0,1,0,
Good,0,0,0,1,
Bagus,0,0,0,1,
🖤🖤🖤🖤,0,0,0,1,
Good,0,0,0,1,
ok,0,0,0,1,
Starbuck good place to meet,0,0,0,0,
Starbucks tempat santai yg nyaman sambil minun makan,0,0,0,0,
good service and taste,0,0,0,0,
Mantap,0,0,0,1,
Great coffee,0,0,0,0,
Bagus,0,0,0,1,
Nice,0,0,0,1,
"aneh gabisa sign in padahal biasanya bisa, reward juga mendadak hilang, saldo juga menjadi 0 padahal seharusnya ada 100k lebih",0,0,1,0,
Nice coffee and its services,0,0,0,0,
Ok,0,0,0,1,
Minumanny enak...dan seru,0,0,0,0,
nice apps..!,0,0,0,1,
Mantab,0,0,0,1,
Mantap.,0,0,0,1,
Aneh saya enggak bisa kebuka aplikasinya si.udah berulang kali di hapus lalu di download tetep saya enggak bisa masuk ke aplikasinya,0,0,1,0,
"Maaf, kegunaan card nya itu apa ya ? Gak jelas banget... Udah di daftarkan, smpai apps nya sy download, bleh di cek saldo sy brp sy isi dan bs tiap hr sy minum coffe di starbucks, tapi point 1 pun gd muncul di apps sy... Maaf kbetulan kasir di 1 starbucks gk tau klu sy sdah download.. kliatan bnget itu kasir ngira sy bego. Jelasin dong apa kegunaan card nya... Spya dpt points ? Gd muncul points nya smpek detik ini 🤷",1,0,1,0,
Dari kemarin mau update kenapa ga bisa yah ? Padahal udah pake wifi atau jaringan seluler tapi loading terus menerus Saya jadi tidak bisa lihat bintang di kartu saya sudah berapa 😭,0,0,1,0,
Good,0,0,0,1,
Suka menggunakannya krn lebih mudah dan praktis,0,1,0,1,
Berikan bonus dong,0,0,1,0,
"Luar biasa, sangat membantu dan inovatif",0,1,0,1,
Mantap,0,0,0,1,
"Udah update, tapi ga bisa dibuka server selalu sibuk. Menyebalkan!!",0,0,1,1,
Siip,0,0,0,1,
Mantabz,0,0,0,1,
Ok,0,0,0,1,
Mantul,0,0,0,1,
ok,0,0,0,1,
Mantavv selalu ada promo everyday kereen go starbuck,0,0,1,1,
Ok,0,0,0,1,
Saya suka starbuck,0,0,0,1,
Good,0,0,0,1,
Mantapp,0,0,0,1,
Okey bgt,0,0,0,1,
MANTAB BON,0,0,0,1,
Good place,0,0,0,0,
"Susah login, setiap login wajib masukin user password jadi ribet kalo lupa...kombinasi password susah...kalo bisa dibuat sekali login and save password... Top up susah melalui m bangking Tetap semangat...",1,0,1,0,
Masokk,0,0,0,1,
Mantap jiwa,0,0,0,1,
"Cepat, bermanfaat",0,1,0,0,
Mantap,0,0,0,1,
Service good,0,0,0,1,
Bagus gak perlu repot bawa kartu..,0,1,0,1,
Okeeeee,0,0,0,1,
Membantu saat transaksi,0,1,0,0,
good,0,0,0,1,
Mantap,0,0,0,1,
Nice,0,0,0,1,
Baik,0,0,0,1,
Keren!!!,0,0,0,1,
👍👍👍,0,0,0,1,
Startbucks Mantul selalu kasih promo buy 1 get 1😘😘,0,0,1,1,
"Aplikasinya sangat membantu, gak harus bawa starbucks card kemana-mana, cukup scan barcode di appnya aja. Terus kita juga tau berapa starbucks reward kita 👍👍",0,1,0,1,
Good 👍,0,0,0,1,
good,0,0,0,1,
Good coffee,0,0,0,0,
Bagus dan mudah,1,0,0,1,
Terima kasih Starbuck,0,0,0,1,
Sudah bisa,1,0,0,0,
Good,0,0,0,1,
Nice,0,0,0,1,
Ok,0,0,0,1,
Luar biasa ....starbuck,0,0,0,1,
Best apps,0,0,0,1,
Is oke,0,0,0,1,
Banyak promo dan bonusnya,0,0,1,0,
Kerennnnnn,0,0,0,1,
👍🏿👍🏾👍🏼👌,0,0,0,1,
Mantap,0,0,0,1,
Sangat bagus. Pengunaan mudah.,1,0,0,1,
"Aplikasi ini sangat membantu customer Starbuck mendapat informasi mengenai produk, promo dan status membership.",0,1,0,0,
Nice,0,0,0,1,
Ok,0,0,0,1,
"Great Application! Go Ahead always,,",0,0,0,1,
cakeeeeeppppp,0,0,0,1,
Good,0,0,0,1,
Excellent aplikasi..,0,0,0,1,
credit card for register? i dont have credit card,0,0,0,0,
Bisa ga dimurahin dikit :V,0,0,0,0,
"Mau ngisi tanggal lahir..langsung app berhenti , uda diulangi 3x",0,0,1,0,
Ribet amat sih loginnya.,1,0,0,0,
Good and fast,0,0,0,1,
Top,0,0,0,1,
"Pada saat proses Sing up, input passwordnya di persulit. Sangat tidak membantu. Sudah beberapa kali coba tapi tetap gagal.",1,0,1,1,
Good Respon,0,0,0,1,
Puas,0,0,0,1,
Susah tau daftarnya pasukin paspon ya ribet tau,1,0,0,0,
Keseringan Promo Pertanda Harga Mulai Mahal,0,0,0,0,
Sering dapat reward...kereen,0,0,1,1,
sbuck is the best.,0,0,0,1,
alangkah,0,0,0,0,
recommended? exactly!,0,0,0,1,
minuman yg paling aq sukaa... hampir semuanya 👍👍👍👌,0,0,0,0,
"mei kmrn eror gk bs login,br jg brp bulan lancar skrg eror lg tiba2 singout sndiri gt..mw login email pass bnr gk mau..",0,0,1,0,
"sangat mudah dan cepat proses daftarnya, yang lemot dan gak bisa daftar berarti hp kelen kurang adanya jaringan internet😁",1,0,1,0,
kenapa keluar mulu sih pas ngisi data tanggal lahir??,0,0,1,0,
tidak bisa login. kode otp tidak pernah terkirim ke email.,0,0,1,0,
gimana cara masuknyaaaa heyy ku udah ganti kata sandi 3 kali biar bisa masuk tapi gabisaaa plis deh kaga usahh ribettt napa pusing aing tehh,1,0,1,0,
💪,0,0,0,1,
bikin paswordnya ribet bgt susah kalau lupa,1,0,1,0,
membernya suruh top up dulu... 😁,0,0,1,0,
susahhhhhh,1,0,0,1,
kenapa setiap mau masuk selalu force close...ampe lelah sy masukin nya....tolong di perbaiki...,0,0,1,0,
cool,0,0,0,1,
good,0,0,0,1,
Starbucks card sering error' Aplikasi Taek ketika rewards melimpah mesti error GxxxxL,0,0,1,0,
"kok gabisa sih,padahal number card dah bener dibilang salah",0,0,1,0,
sumpah nih aplikasi super ribet...mau daftar aja banyak permintaannya..Wajib ADA KARTU KREDIT disimpan di databasenya..mungkin mau dibuat carding ya datanya?! PADAHAL BISA PAKE OPSI PEMBAYARAN LAIN!!! TERLALU KAKU PERATURAN YG DIBUAT STARBUCKS KARENA GAK FLEKSIBEL PEMBAYARANNYA !!!,1,0,1,1,
keren,0,0,0,1,
kenapa saldo kartu sy ter top up sendiri? sy top up sekali tp setiap sy buka aplikasinya saldo sll bertambah tanpa sy top up,0,0,1,0,
good,0,0,0,1,
duh susah ya masukin nya padahal sudah masukin email nya tapi ko enga mau masuk ya mohon bantuan nya dong,1,0,1,0,
no. kartu yang diminta itu no. kartu apaan?,1,0,0,0,
knp susah bgt buat sign up?,0,0,1,0,
good,0,0,0,1,
kok gabisa kebuka ya apk nya,0,0,1,0,
good,0,0,0,1,
ribet,1,0,0,1,
mantabb,0,0,0,1,
bagus bangettt...keren,0,0,0,1,
suka banget! semoga makin banyak reward dan promosi,0,0,0,1,
im happy,0,0,0,1,
good,0,0,0,1,
cok,0,0,0,1,
ok,0,0,0,1,
sudah sering terlout sendiri tolong diperbaiki,0,0,1,0,
sangat berguna,0,1,0,1,
baik,0,0,0,1,
saya sdh pasang APLNY..tp g bisa k buka..mau daftar..kcw klo kaya gini..mau daftar keluar sndiri.,0,0,1,0,
"knp gak bsa sign up.. setiap mau input date birtday, langsung keluar.. gmn nch,,,?",0,0,1,0,
knapa susah bnget sih baru mw daftar doank password hrus begini bgtu...ribet,1,0,1,0,
Reward nya suka ga masuk,0,0,1,0,
kok ga bisa masuk sich?? padahal email dan passwordnya sdh benar. ada yg tahu ga kenapa seperti itu??,0,0,1,0,
udah daftar dan sudah bisa di gunakan kartunya kenapa pas masuk aplikasi gak bisa. mohon dijelaskan,0,0,1,0,
"gak bisa sign up, mau isi tgl lahir malah keluar2 mulu, app terhenti bla bla. mohon solusinya",0,0,1,0,
dr td di permasalahkam sola sandi,0,0,1,0,
"kenapa gak bisa masuk,pas mau isi data langsung keluar.",0,0,1,0,
"saya sudah sign in, email sama password udah bener ko masih kaga bisa si? tolong dong dibantu",0,0,1,0,
lebih cepat lebih baik,0,1,0,0,
"sudah bagus.. saran aja di bagian menu, merchandise-nya di update dong sama kasih info harganya juga..",0,0,0,1,
aku sk banget,0,0,0,1,
kenapa ngga bisa login ya?,0,0,1,0,
ok bgt,0,0,0,1,
good...,0,0,0,1,
hp ga di root di bilang root. perbaiki detector nya . Sy pke mbanking jg lanjay .,0,0,1,0,
ok,0,0,0,1,
lebih gampang,0,1,0,1,
siplah,0,0,0,1,
"Bagaimana nich sign in ga bisa invalid terus, padahal email sama pass sudah bener banget, sayang dah reward n point gw, hadeh tolong dunk dibenerin lagi nich apk, geje",0,1,0,1,
"saya tidak bisa sign in. padahal email password sudah benar, dan sudah diganti.. masih tidak bisa masuk.. mohon bantuan nya🙏",0,0,1,0,
susah amat masukny padahal aku sudah buat no id tp katany tidak benar. mohon pencerahannya.,1,0,1,0,
saya suka,0,0,0,1,
bagus bermanfaat,0,1,0,1,
tolong donk bisa topup card pakai mbanking dgn minimal nominal nya di bawah 100k,0,0,1,0,
minta tolong nih kenapa disuruh masukin kode otp nya ?,1,0,0,0,
baru instal tp gk bisa msk,0,0,1,0,
Error sign up melulu,0,0,1,0,
cool,0,0,0,1,
mau tulis tanggal lahir malah keluar trus capek deh,0,0,1,1,
good job,0,0,0,1,
sign up ga bs dgn alsn pasword email???,0,0,1,0,
"aplikasi gaje, masuk via browser bisa tp via aplikasi malah invalid",0,0,1,1,
"oke banget ni,",0,0,0,1,
oke,0,0,0,1,
keren,0,0,0,1,
input tgl lhir ja g bs ..kluar aplikasi,0,0,1,0,
ini security codenya gimana kak?,1,0,0,0,
Oke banget!,0,0,0,1,
uda download mala nga bisa reg berulang2 gagal terus gimana nih,0,0,1,0,
good aplication,0,0,0,1,
👍👍👍👍,0,0,0,1,
"kasih 3 * dulu, top up pakai cc sudah nga bisa, bisanya pakai debit or cash di kasir ora mantap!!! 🤔untung reward masih banyak, jd bisa minum gratissss😁😁",0,0,1,1,
Excellent!,0,0,0,1,
great,0,0,0,1,
I love sturbucks!,0,0,0,1,
love coffee,0,0,0,0,
kenapa aku ga bisa masuk ?! padahal email dan pasword nya udh bener . tolong di jelaskan !,0,0,1,0,
memudahkan kalo lupa bawa sbux card,0,1,0,0,
good,0,0,0,1,
mudah dipake,1,0,0,0,
love,0,0,0,1,
wow,0,0,0,1,
tolong jangan verifikasi lewat email karna menyusahkan. lebih baik seperti dulu saja.,0,0,1,0,
sipppp,0,0,0,1,
sangat bagus,0,0,0,1,
kenapa keluar sendirii tolong perbaikii,0,0,1,0,
bermanfaat,0,1,0,1,
"Tidak bisa sign up, setiap mau isi tanggal lahir, lgsung eror n keluar dr aplikasi.. bagaimana ini mau aktivasi kartu nya.. Lalu pembuatan password juga agak rumit, gagal terus.. terlalu bnyak jenis tanda, angka n huruf yg diminta.. bisa2 saya lupa.. Mohon segera di benahi.. tx.",1,0,1,0,
masih nyobain,0,0,0,0,
"baru mau sign up udah eror tiba tiba back sendiri,, duh",0,0,1,0,
"Aplikasi Fitur bagus, mudah digunakan, Star Reward juga bagus, 🙏🙏👍",1,0,1,1,
kenapa pas mau sign up selalu bilang card number or pin is incorrect ?? padahal udah sesuai dgn yg di kartu membernya,0,0,1,0,
kenapa say tidak bisa login terus ya,0,0,1,0,
gunanya aplikasi ini apa kalo enggak berfungsi?,0,0,1,1,
begitu mau masukin tgl lahir langsung keluar dengan sndiri nya...tolong di perbaiki,0,0,1,0,
ga bisa daftar:'( pasword nya selalu aja dibilang harus menggunkan ini tidak boleh lebih dari ini harus 8 setelah diikutin sama aja ga bisa bisa bagaimana ini caranya?!! sumpah bikin password aja ribet banget,1,0,1,0,
,,,,,TOTAL
ASPEK,129,127,838,511,1605
NON ASPEK,1371,1373,662,989,4395
,1500,1500,1500,1500,
